blood_group_match,same_district,age,weight,days_since_donation,is_eligible,emergency_level,availability,recommendation_score
1,0,39,74.3,147,0,1,1,0.5204
0,0,48,96.5,125,1,3,0,0.3033
1,1,27,64.3,223,0,3,1,0.8018
0,1,64,99.2,120,0,3,0,0.334
1,1,59,61.8,127,0,1,0,0.6188
1,1,44,51.0,286,0,1,0,0.6412
0,1,51,55.5,355,0,2,0,0.3589
1,1,65,68.4,152,0,2,1,0.7463
0,1,56,80.7,324,0,3,1,0.4382
0,1,41,73.4,199,0,2,1,0.3812
0,0,38,65.7,272,1,1,0,0.2528
1,0,32,75.9,147,1,2,0,0.6233
1,1,34,91.1,300,1,2,1,1.0
0,1,62,91.1,220,1,1,0,0.53
0,0,36,84.9,227,1,2,1,0.4376
0,0,42,97.4,305,0,1,0,0.0906
1,0,57,77.5,178,1,2,0,0.6458
1,1,39,45.4,97,1,2,0,0.842
0,1,58,61.0,115,0,3,1,0.4283
1,0,59,63.1,122,0,2,0,0.4039
1,1,31,75.1,284,1,3,1,0.9531
0,1,45,94.8,194,1,2,0,0.4977
0,0,29,91.1,239,1,3,1,0.3902
1,0,44,57.8,214,1,2,1,0.7066
0,0,41,73.6,2,0,1,1,0.0999
0,1,39,81.3,247,1,2,0,0.5599
1,0,56,99.3,261,1,1,1,0.7939
0,0,58,46.7,167,0,1,1,0.1564
0,0,56,70.5,331,1,3,1,0.4485
1,1,53,99.3,260,0,1,1,0.7551
0,1,40,98.7,2,0,1,1,0.2889
1,1,25,63.2,259,0,3,1,0.7916
0,0,45,45.0,215,0,2,1,0.2954
1,1,46,77.3,260,0,2,0,0.6493
1,1,32,92.7,56,1,1,1,0.8858
0,0,56,62.8,354,1,3,0,0.3443
0,1,25,96.4,169,0,2,1,0.3781
0,1,45,63.3,82,1,3,1,0.6327
1,1,50,78.6,199,0,3,1,0.7926
1,1,28,84.7,155,0,1,1,0.6024
0,1,59,64.0,310,1,3,1,0.6716
0,1,54,64.4,278,1,1,1,0.5233
1,1,42,70.8,134,1,3,0,0.9019
0,1,51,90.9,293,1,1,0,0.4753
1,0,39,50.5,204,1,2,0,0.6517
0,0,19,79.7,364,0,3,1,0.2606
0,0,33,82.3,184,1,1,1,0.3316
0,0,28,75.7,84,1,2,1,0.3485
1,0,31,96.5,292,1,1,0,0.6607
0,0,49,78.1,137,1,1,0,0.2262
1,0,39,79.9,217,1,1,1,0.6602
1,1,22,78.0,105,1,1,1,0.9218
0,1,53,84.7,56,0,1,1,0.3628
0,1,40,52.4,91,0,3,0,0.3106
1,1,36,94.2,271,0,2,0,0.6646
0,1,46,47.3,58,0,2,0,0.2804
0,0,59,80.2,258,0,2,1,0.2325
1,0,40,78.9,192,1,3,1,0.8182
0,1,26,56.4,116,0,1,1,0.3754
1,1,35,47.2,194,1,3,0,0.9214
1,1,48,52.6,157,0,1,0,0.686
1,0,54,59.9,274,0,3,1,0.6107
1,0,34,93.5,352,1,2,0,0.6621
1,1,35,92.1,274,1,3,0,0.8093
0,0,44,48.5,35,0,1,0,0.0
1,1,38,60.9,111,0,2,0,0.6505
1,1,18,93.9,228,0,2,1,0.7351
0,0,49,58.0,196,1,1,0,0.2357
1,1,31,99.8,315,0,1,1,0.7551
1,0,63,59.1,289,1,3,1,0.8253
0,1,31,85.7,182,1,1,0,0.4751
0,1,50,67.9,253,1,1,0,0.4484
0,0,53,52.5,238,1,1,0,0.3647
1,0,56,59.0,297,1,2,0,0.6534
1,0,29,82.1,41,1,1,0,0.6348
1,1,62,63.5,87,0,2,1,0.7176
0,1,42,78.2,175,1,2,0,0.4382
1,1,32,56.3,277,0,2,1,0.7587
1,1,37,69.7,342,1,1,1,1.0
1,1,51,73.2,296,0,1,0,0.6729
0,0,31,67.7,279,1,2,1,0.4
0,0,47,55.9,306,1,3,0,0.3703
0,1,61,70.4,32,0,3,1,0.3885
0,0,30,83.1,27,1,3,1,0.4384
1,0,31,98.1,208,0,1,0,0.5089
1,1,46,88.4,89,1,2,0,0.8024
1,0,43,53.9,81,0,1,1,0.5081
0,1,20,60.0,247,0,2,1,0.4197
1,1,42,49.3,334,1,3,0,0.8768
1,0,44,52.5,357,1,1,0,0.6109
1,0,62,58.8,190,0,3,0,0.485
1,1,57,56.0,277,1,2,1,0.9229
0,1,33,56.8,17,0,3,0,0.3539
1,1,55,57.7,212,0,2,1,0.7375
0,0,28,61.5,210,0,1,0,0.0559
1,1,46,51.9,1,0,1,0,0.5368
0,1,64,60.3,93,1,3,1,0.5718
0,1,41,82.9,344,1,1,1,0.5563
0,1,46,58.0,294,1,2,0,0.4829
1,0,51,54.5,16,1,2,1,0.6677
0,1,28,48.7,238,0,3,0,0.375
0,0,37,72.5,15,0,2,1,0.2407
1,1,37,91.3,154,0,1,1,0.6968
1,1,26,48.2,176,1,3,1,0.9292
1,1,40,74.8,130,0,3,0,0.6265
1,1,53,80.8,297,0,1,0,0.6351
0,0,44,77.6,62,0,1,0,0.0472
0,0,41,93.3,284,1,1,0,0.1947
1,0,57,92.7,129,1,3,1,0.6628
0,1,42,48.2,362,1,3,1,0.6545
0,1,42,64.9,103,1,2,0,0.5175
0,0,65,81.9,269,0,3,1,0.2971
0,0,50,97.4,267,1,3,0,0.3058
0,0,48,89.3,279,0,2,1,0.262
1,1,27,54.7,27,1,3,0,0.8416
1,1,56,60.4,216,0,2,1,0.6881
1,0,32,87.0,356,0,2,0,0.5563
1,0,18,70.9,133,1,2,1,0.6542
1,0,33,75.1,285,1,1,1,0.7141
1,1,38,78.5,33,0,1,0,0.5559
1,1,19,50.7,210,0,3,0,0.6982
0,1,20,92.1,185,0,2,1,0.4399
1,1,32,92.5,330,1,1,1,0.8382
0,1,49,70.8,180,1,2,0,0.4602
0,0,64,79.5,271,1,2,0,0.3517
0,0,44,81.3,184,1,1,1,0.3161
0,1,53,55.4,26,0,2,0,0.1932
0,0,52,51.2,111,1,3,0,0.2936
1,1,56,46.1,304,1,3,1,0.9619
0,0,41,95.2,136,1,3,0,0.3583
1,0,25,64.0,25,0,3,1,0.5574
1,0,24,49.7,261,1,1,0,0.583
1,1,21,70.6,134,1,1,0,0.8504
0,0,47,49.2,268,0,3,0,0.1369
0,1,27,49.7,176,0,1,1,0.2889
1,0,42,71.9,9,1,3,0,0.6184
1,0,59,73.0,298,1,1,1,0.6991
1,0,64,76.9,109,1,1,1,0.7974
1,0,49,81.1,111,1,2,1,0.7233
1,0,49,81.8,100,1,3,0,0.5998
0,0,49,68.8,273,1,2,0,0.2969
1,1,27,80.4,266,0,3,0,0.7213
1,1,26,61.8,265,1,1,1,0.916
1,1,42,69.3,155,0,3,1,0.8257
1,1,42,66.6,212,0,2,1,0.7837
0,1,58,63.1,308,1,2,1,0.6431
1,1,33,58.1,53,0,1,0,0.6246
1,0,33,49.3,152,0,2,1,0.6016
0,0,47,72.8,261,0,1,0,0.1231
1,0,55,74.6,361,0,1,1,0.4781
0,1,22,63.5,288,0,1,1,0.3188
0,1,24,98.7,324,1,1,1,0.6074
1,0,30,75.6,225,1,1,1,0.6696
1,0,25,93.9,95,0,2,1,0.4743
0,0,50,76.4,173,0,2,0,0.1348
0,0,27,55.4,343,1,2,0,0.2925
1,1,37,98.6,204,1,2,1,0.9806
1,0,49,93.7,54,1,1,0,0.6208
0,1,46,70.9,234,1,3,0,0.5336
1,1,18,58.4,197,0,3,1,0.8206
0,0,44,57.2,225,0,3,1,0.2561
1,1,37,89.3,306,1,3,1,1.0
1,1,31,48.8,280,0,2,1,0.6859
0,0,32,80.1,104,0,1,1,0.1396
0,1,23,80.2,278,1,2,1,0.5356
1,1,19,55.0,177,1,2,1,0.9245
0,0,46,83.8,301,0,2,0,0.0575
1,0,56,83.8,204,1,1,0,0.5618
1,0,49,64.3,219,0,2,0,0.4491
0,0,22,71.6,140,1,1,0,0.3331
1,0,39,90.8,144,0,3,0,0.4865
1,1,45,73.8,13,1,2,0,0.8315
0,0,49,79.0,157,0,1,0,0.0
0,0,46,67.7,104,1,2,0,0.3664
0,1,57,53.2,229,1,3,1,0.6419
1,1,20,99.9,288,0,1,1,0.7784
0,1,48,74.2,119,1,3,0,0.4945
1,0,30,63.5,181,0,3,0,0.508
0,0,23,84.3,184,1,1,1,0.2879
1,0,38,79.1,216,0,2,0,0.4624
1,1,31,57.8,30,1,1,0,0.8241
0,0,42,93.2,278,1,3,0,0.4219
1,1,24,48.9,224,0,1,0,0.7158
1,1,60,78.3,309,0,2,1,0.8
0,1,39,71.3,174,0,1,0,0.1979
1,1,49,62.5,176,1,3,0,0.8501
1,1,58,90.5,83,0,2,1,0.7051
1,1,49,81.1,55,1,2,1,0.9851
1,0,59,86.8,91,0,1,0,0.3952
1,1,47,67.8,7,0,1,1,0.699
1,0,34,96.8,149,1,1,1,0.8052
0,1,57,64.0,61,1,3,0,0.5027
0,1,55,74.2,53,0,2,1,0.3232
0,1,38,96.4,162,0,2,1,0.4153
1,1,43,49.6,118,1,2,0,0.7877
0,1,60,51.0,107,1,2,1,0.543
0,1,20,99.7,343,0,2,0,0.3126
1,1,55,98.4,270,1,3,0,0.9982
0,0,34,87.4,113,1,2,0,0.2663
0,1,56,71.6,236,0,1,0,0.297
1,0,23,72.8,260,1,3,1,0.7741
0,1,38,59.1,16,0,3,1,0.4105
0,1,62,68.8,91,1,2,1,0.6486
0,0,63,68.7,116,0,1,1,0.1867
0,0,57,47.0,357,1,1,0,0.2841
0,1,30,69.9,218,0,2,1,0.3835
0,0,26,71.4,148,1,3,0,0.3965
1,1,22,81.6,356,1,2,0,0.9534
1,0,60,73.4,50,0,3,0,0.4614
0,0,24,92.4,53,1,2,1,0.4183
0,0,55,65.2,138,0,1,1,0.2074
0,0,61,67.5,157,1,2,0,0.2523
1,0,61,76.4,345,1,1,1,0.7222
0,1,55,56.1,236,0,2,1,0.4362
1,0,48,66.6,112,1,1,0,0.6134
1,0,21,82.7,291,0,1,1,0.4926
0,0,30,67.6,345,0,1,0,0.0509
1,1,61,94.9,233,0,1,1,0.7554
0,1,32,78.8,119,0,1,1,0.3032
1,0,57,53.5,90,0,2,1,0.5109
0,1,30,71.8,209,1,2,0,0.4541
0,1,60,87.1,227,1,2,0,0.5243
1,1,60,80.4,97,1,3,1,1.0
0,0,60,93.7,315,0,1,1,0.0517
1,0,43,86.2,89,0,3,0,0.41
0,1,36,48.4,277,1,1,0,0.4538
1,1,18,51.2,23,0,1,1,0.7311
0,0,30,80.7,74,0,2,0,0.0061
0,0,42,58.1,315,1,3,0,0.3803
0,1,37,77.3,148,0,1,1,0.427
1,0,58,88.6,335,0,2,0,0.4674
1,1,40,76.7,163,1,3,1,0.9922
0,0,41,67.9,6,0,3,1,0.1983
0,0,60,80.5,52,0,1,0,0.0
0,0,58,52.9,155,0,1,0,0.0303
1,0,56,84.8,279,1,2,0,0.7017
0,1,57,83.3,308,0,3,1,0.4842
0,0,47,73.3,268,1,3,1,0.4717
0,0,51,60.3,333,0,1,0,0.0714
1,0,63,88.9,94,0,2,1,0.5628
0,0,27,73.1,327,1,3,1,0.4476
0,0,58,48.3,0,1,1,1,0.2479
1,1,18,95.5,359,0,3,1,0.755
0,1,29,87.2,114,1,3,1,0.5841
1,0,63,77.2,336,1,3,1,0.7329
1,1,46,69.0,40,1,2,0,0.8178
1,0,28,97.8,186,0,2,1,0.5793
1,1,58,87.6,268,0,2,1,0.8452
1,0,34,74.4,26,0,2,1,0.4884
0,0,37,80.9,122,0,3,0,0.0859
0,1,55,60.4,39,1,2,1,0.6182
0,0,23,55.8,218,1,1,1,0.3309
0,0,37,60.0,253,0,1,0,0.1241
0,0,27,61.1,185,1,1,1,0.3599
0,0,27,85.7,75,1,1,0,0.2274
0,0,48,52.7,51,1,1,0,0.229
0,1,43,87.8,204,1,1,1,0.6488
1,1,34,73.8,335,0,3,0,0.6928
0,1,31,66.2,289,1,2,0,0.4428
0,1,22,61.5,303,1,1,0,0.5666
1,0,20,73.2,336,1,1,1,0.7687
0,0,60,62.5,166,1,2,1,0.4004
1,1,37,68.6,262,0,2,1,0.6075
0,0,63,85.6,261,0,3,0,0.1036
0,1,32,79.4,225,0,1,1,0.3604
1,0,20,86.1,308,0,1,1,0.4597
0,0,20,84.2,0,0,1,0,0.0095
1,1,40,89.8,28,1,3,0,0.8022
1,1,26,56.1,91,1,2,1,0.9447
1,1,28,99.7,102,1,3,1,1.0
0,1,64,71.2,122,0,3,1,0.4551
1,1,61,84.5,101,0,1,1,0.7353
1,1,58,82.3,353,1,2,1,0.9319
0,1,30,76.1,212,0,1,1,0.4484
1,0,25,99.8,176,1,3,0,0.6875
1,1,39,57.0,314,1,3,1,0.8947
0,1,55,68.2,44,0,2,0,0.3009
0,1,44,52.0,278,1,2,0,0.464
0,0,43,55.0,287,1,2,0,0.2938
1,0,40,84.2,327,1,1,1,0.7413
1,0,56,45.3,330,0,3,1,0.6152
0,1,48,93.9,308,0,2,1,0.4621
1,0,46,79.8,275,0,2,0,0.4642
1,1,18,69.2,312,1,2,0,0.9257
0,1,27,63.2,65,0,1,1,0.3217
0,0,64,51.9,45,1,1,1,0.3933
0,1,63,95.7,29,1,1,0,0.3728
1,0,21,84.2,196,0,1,0,0.3451
0,0,48,63.5,262,0,2,0,0.1274
1,0,21,48.9,94,1,3,0,0.6021
0,0,46,62.9,42,0,3,0,0.1502
1,1,26,55.2,249,0,2,0,0.6707
0,0,32,88.2,334,1,3,1,0.4966
1,0,61,84.6,35,0,1,1,0.5234
1,1,58,72.4,128,1,1,0,0.857
1,1,20,93.7,6,0,1,1,0.738
1,0,32,54.9,43,0,2,0,0.4343
1,0,28,69.9,60,1,1,0,0.5875
1,0,23,84.1,25,1,1,0,0.6429
1,0,64,48.7,362,1,1,0,0.7224
0,1,24,65.5,362,1,3,1,0.6367
1,0,63,76.4,120,0,2,0,0.4899
1,1,21,65.2,157,0,2,0,0.6273
1,1,38,71.4,256,0,2,0,0.6348
1,1,18,78.4,62,1,3,1,0.9891
1,0,40,65.3,270,0,1,1,0.5611
0,0,30,50.8,310,1,2,1,0.4386
0,1,60,52.7,312,1,2,1,0.6176
0,0,45,74.0,116,1,1,0,0.2589
1,1,46,54.6,275,0,1,1,0.657
1,1,35,93.9,344,0,3,0,0.7034
1,0,40,90.9,177,1,2,0,0.709
0,0,45,64.2,116,1,2,0,0.3407
0,1,26,90.7,163,1,2,0,0.4592
0,1,60,74.3,242,0,3,0,0.3637
1,1,23,53.7,164,1,2,1,0.9642
1,0,33,78.8,173,1,2,1,0.8253
1,0,54,82.4,118,1,2,1,0.78
1,0,18,49.6,236,0,3,1,0.5998
0,1,39,62.3,154,0,2,0,0.3228
0,0,63,45.3,146,1,2,1,0.3531
0,1,40,62.4,82,1,3,1,0.6268
0,1,38,63.4,271,1,2,0,0.6066
0,0,48,79.7,309,0,1,1,0.1797
1,1,55,55.9,212,0,3,1,0.7608
0,1,45,46.7,224,1,1,1,0.6285
1,1,61,62.4,233,0,1,0,0.5994
1,0,44,90.4,350,1,2,1,0.72
0,1,56,67.0,161,0,2,0,0.3664
0,1,59,67.8,78,1,2,1,0.5556
1,0,59,70.8,178,0,3,0,0.4718
1,1,30,86.3,291,1,3,0,0.8788
1,0,49,71.4,126,1,3,1,0.8636
1,0,24,50.0,180,1,1,0,0.5078
0,1,50,56.4,89,0,3,0,0.3424
1,1,64,55.3,93,1,3,0,0.8
0,0,63,72.9,88,1,2,1,0.4328
0,1,30,46.6,267,1,1,0,0.4432
0,1,49,60.6,248,1,3,1,0.6209
0,1,24,78.4,180,0,2,0,0.2792
1,1,29,64.5,60,0,2,1,0.7301
1,0,57,83.9,146,1,3,0,0.6233
0,0,32,66.5,118,0,1,0,0.1032
1,1,38,98.9,183,1,1,1,0.8782
0,0,29,98.1,264,0,3,1,0.2154
0,0,30,89.0,280,1,3,0,0.2881
1,0,57,97.5,53,1,3,1,0.8085
1,1,59,56.3,111,1,1,0,0.7898
1,0,56,86.3,174,1,1,1,0.7845
1,0,19,62.7,296,1,2,1,0.6043
0,0,46,84.9,178,1,2,1,0.4318
0,0,65,65.6,49,0,1,0,0.0
0,0,46,60.9,116,0,2,1,0.1462
1,1,53,97.7,26,0,1,1,0.6867
1,1,55,56.5,310,1,2,0,0.8925
0,0,24,86.7,190,0,3,1,0.3673
1,1,47,82.1,362,1,1,1,0.8957
0,0,40,61.7,162,0,2,0,0.0557
0,1,45,70.2,5,1,3,1,0.5691
0,1,40,52.9,190,0,2,1,0.3731
1,1,53,95.7,17,1,2,0,0.8711
1,1,59,98.2,158,0,3,1,0.776
0,1,46,85.3,307,1,3,0,0.6249
1,1,21,91.7,143,0,1,1,0.7713
1,1,37,49.5,194,1,2,0,0.8783
1,0,22,66.1,229,0,3,0,0.4642
0,0,63,63.2,189,0,2,0,0.0023
1,0,28,76.1,336,0,3,1,0.5912
1,0,19,55.1,179,0,1,1,0.47
1,0,58,76.0,132,0,3,0,0.465
0,1,61,81.0,207,0,2,1,0.3792
0,1,41,52.3,144,1,2,1,0.5676
0,1,50,52.2,158,0,1,1,0.3543
1,0,39,46.9,271,1,1,1,0.6331
0,1,64,86.8,20,0,3,1,0.3777
1,1,23,63.2,168,1,3,1,1.0
0,0,41,57.4,294,0,2,1,0.2574
1,0,46,87.8,292,1,3,1,0.789
0,1,49,52.9,308,1,1,0,0.3926
0,1,64,68.5,329,1,3,1,0.6301
1,1,47,86.0,287,0,1,0,0.5955
0,1,63,76.6,280,0,2,1,0.4138
1,0,58,75.5,63,0,3,0,0.4664
1,0,20,53.7,358,1,1,0,0.6571
1,0,42,55.0,228,0,3,0,0.4115
1,1,45,77.0,101,1,1,0,0.7031
1,1,32,46.3,293,0,1,1,0.7016
1,0,34,92.8,246,1,1,1,0.6648
0,1,19,64.3,91,0,3,1,0.4221
0,1,44,67.9,334,0,1,0,0.2824
0,0,53,59.2,135,0,3,0,0.0561
0,0,31,93.2,0,1,1,1,0.3475
0,1,60,80.3,314,1,1,0,0.5109
0,0,49,69.7,290,0,3,1,0.3201
1,1,29,77.2,245,0,3,0,0.6268
1,1,40,65.9,239,1,3,0,0.8725
1,1,33,70.6,271,1,2,0,0.8239
0,1,61,64.7,141,0,2,0,0.3808
1,1,19,67.6,4,0,2,0,0.5293
1,1,24,62.3,335,0,1,1,0.7667
1,0,38,49.3,276,1,1,0,0.6006
1,0,48,47.1,313,1,1,0,0.5758
0,1,40,54.6,56,0,3,0,0.2977
1,1,42,58.8,138,1,2,1,0.9459
1,1,52,94.0,326,0,1,1,0.6344
1,0,52,78.6,120,0,3,1,0.5531
0,1,62,97.7,176,1,2,0,0.475
0,0,24,63.7,363,0,2,1,0.137
1,0,22,67.1,160,0,3,0,0.5132
1,1,49,84.6,151,0,1,0,0.5535
0,0,22,76.8,37,1,2,0,0.3348
0,0,42,74.0,334,0,1,0,0.0501
1,0,48,76.7,49,1,1,1,0.5826
0,1,37,77.1,234,1,1,0,0.5407
0,0,39,87.1,88,0,1,0,0.0
0,1,55,81.7,63,1,1,1,0.5116
1,0,30,97.7,208,0,1,0,0.3759
0,0,56,97.1,224,1,1,0,0.2365
0,0,19,68.2,166,1,3,0,0.3307
1,0,39,47.0,201,0,1,0,0.4688
1,0,26,45.6,141,0,1,1,0.4016
1,1,19,51.8,336,1,2,0,0.853
0,1,62,49.1,77,1,2,0,0.5288
0,0,49,65.5,9,0,1,1,0.1368
1,0,25,47.9,247,0,2,0,0.4652
1,0,33,79.4,43,1,3,1,0.8088
1,0,50,55.5,295,1,3,0,0.6137
1,1,28,73.3,108,0,3,0,0.6732
1,1,49,50.7,187,0,2,1,0.7831
0,0,25,90.5,69,1,3,1,0.4318
0,1,49,87.9,231,0,3,1,0.4019
1,0,38,66.3,30,1,2,1,0.6311
0,0,42,95.1,292,0,1,1,0.1878
1,1,37,55.2,185,1,1,0,0.7801
0,1,18,89.8,170,0,1,0,0.2863
0,0,38,75.0,108,1,2,0,0.2416
1,0,24,63.1,96,1,1,1,0.7654
1,0,42,49.6,326,0,3,0,0.5463
1,1,26,54.4,37,1,1,0,0.7256
1,0,39,92.5,263,0,3,1,0.6685
0,1,19,78.4,289,0,1,0,0.206
0,0,36,58.0,144,0,1,0,0.0834
1,1,23,72.3,16,0,1,0,0.573
0,1,22,50.9,93,0,2,1,0.3729
1,1,62,50.4,337,1,1,1,0.9841
1,0,27,94.9,52,0,3,0,0.4752
1,0,18,70.2,319,0,3,1,0.5311
1,0,43,64.9,108,0,1,0,0.372
1,1,43,97.2,56,1,2,1,0.9482
0,1,35,66.9,147,0,1,1,0.407
0,1,38,63.5,60,0,1,0,0.284
0,1,63,60.0,24,1,3,0,0.4928
1,1,29,76.1,77,0,2,1,0.7095
1,1,55,75.7,26,0,3,1,0.8536
0,1,31,45.9,98,1,2,0,0.5251
0,0,49,81.0,27,1,1,0,0.2273
1,1,56,88.4,133,1,3,0,0.8699
0,1,52,78.9,296,1,1,1,0.5213
1,1,34,92.8,314,0,1,0,0.6093
1,1,27,60.2,222,1,3,1,0.9513
1,1,52,55.6,333,1,1,1,0.91
0,0,33,83.4,188,1,2,0,0.3481
1,1,23,55.4,304,1,1,1,0.8611
1,1,21,50.0,363,0,2,1,0.7568
0,1,26,50.3,355,0,1,1,0.3346
1,0,46,87.3,260,0,2,0,0.465
1,1,24,46.6,266,0,3,1,0.854
0,1,33,60.9,341,0,1,0,0.3157
0,0,23,52.1,234,0,3,1,0.2432
1,1,61,86.5,39,1,3,1,1.0
0,1,20,72.7,113,0,2,1,0.4272
0,0,61,56.3,325,1,1,0,0.2563
1,0,31,86.3,166,0,3,0,0.3873
1,0,31,86.3,325,0,1,1,0.5861
1,1,26,73.8,109,1,2,1,0.8728
1,1,53,60.2,19,0,3,1,0.6944
1,1,40,77.2,229,0,2,1,0.7347
1,1,32,96.3,268,1,3,0,0.8576
0,1,24,47.8,304,0,2,1,0.3496
1,0,37,59.7,75,0,1,1,0.4893
0,1,36,60.7,264,0,3,0,0.3215
0,0,23,79.7,314,1,3,1,0.4672
1,1,56,80.8,115,1,1,1,0.8998
0,0,18,56.3,2,0,3,0,0.1164
1,0,24,56.9,10,1,2,1,0.7105
0,1,52,96.1,260,1,3,1,0.6522
0,0,42,86.6,151,1,3,0,0.2999
0,1,55,96.4,197,0,3,1,0.4206
0,1,40,90.6,81,1,2,1,0.5352
0,0,42,67.1,124,0,1,0,0.0067
0,0,55,51.7,229,1,2,0,0.3005
1,1,28,79.6,133,0,2,0,0.7265
0,1,51,64.4,85,0,3,1,0.433
1,1,48,68.4,297,1,3,0,0.8662
1,1,55,68.4,42,1,1,1,0.8156
0,0,63,96.5,203,0,3,1,0.2632
0,1,29,48.8,280,0,2,0,0.3625
0,0,26,55.6,17,1,3,0,0.3279
1,1,30,78.4,190,1,3,0,0.8988
0,1,37,93.6,222,0,1,0,0.1932
1,1,38,95.5,361,1,2,1,0.9724
0,0,39,75.7,256,1,2,1,0.3722
0,0,18,46.9,14,1,1,1,0.3659
1,0,57,65.0,181,0,2,0,0.3878
0,1,58,95.5,33,0,2,0,0.2676
1,1,34,72.5,179,0,3,1,0.812
0,0,62,85.0,1,0,1,0,0.0
0,1,21,59.8,150,1,1,1,0.5352
0,0,23,46.4,109,1,3,0,0.3584
0,0,62,76.8,306,0,1,0,0.1634
0,1,36,90.9,301,0,1,0,0.3107
1,0,47,99.5,352,0,3,0,0.5019
1,1,40,91.6,105,1,3,1,0.9334
1,1,49,75.5,254,0,2,0,0.6401
1,0,46,78.5,13,1,2,1,0.7514
1,1,25,90.3,272,0,3,0,0.6615
0,0,38,46.1,143,1,1,0,0.2302
0,0,34,97.3,206,1,3,1,0.364
0,0,34,74.2,106,1,3,0,0.4155
0,1,38,97.4,246,0,3,1,0.4821
0,0,32,87.0,222,0,2,0,0.0772
1,1,44,53.4,267,0,3,0,0.7544
1,0,42,54.1,224,0,1,1,0.5335
1,1,50,64.5,74,0,3,0,0.6142
1,0,19,59.5,42,1,3,1,0.7286
1,0,59,69.2,132,1,3,0,0.6177
0,1,33,78.2,282,0,2,0,0.3224
0,0,53,69.0,55,0,1,1,0.2486
0,0,25,48.1,207,1,1,1,0.3614
0,1,33,98.7,226,1,2,0,0.4663
1,1,24,68.4,103,0,2,1,0.7224
1,0,22,91.8,335,0,2,0,0.5476
0,0,40,49.1,67,0,1,1,0.1801
0,1,25,89.6,249,0,1,1,0.3757
0,0,20,54.5,90,1,3,0,0.2339
0,1,52,82.4,270,0,1,1,0.3822
0,1,53,81.4,25,1,2,0,0.4337
0,0,53,95.0,206,0,1,1,0.2313
1,1,32,62.6,251,1,1,0,0.7689
1,1,47,51.0,9,0,1,0,0.5428
1,0,32,92.6,97,0,1,0,0.4254
1,0,46,63.2,101,1,3,1,0.7678
0,0,21,57.8,135,1,2,0,0.2448
0,0,51,71.7,335,1,1,0,0.224
0,1,40,53.0,220,1,2,0,0.5882
0,1,52,61.3,31,0,2,0,0.2666
1,1,45,66.2,276,1,1,0,0.8264
0,0,48,60.2,95,0,3,0,0.1185
0,1,59,69.8,300,0,3,0,0.2489
1,0,50,66.2,267,0,3,1,0.6292
0,1,35,87.6,175,0,1,0,0.2259
1,0,22,95.5,102,0,1,0,0.3655
0,0,26,50.6,186,0,1,0,0.0614
1,1,37,90.3,329,1,1,1,0.8223
1,0,55,96.2,325,0,1,0,0.3401
0,1,26,82.8,36,0,2,1,0.4136
0,1,35,99.8,209,1,2,0,0.5284
1,1,32,63.4,254,0,1,0,0.5781
0,1,32,90.7,130,1,3,0,0.5735
1,0,31,82.1,324,0,2,0,0.5288
0,1,52,62.8,97,0,1,1,0.279
1,1,57,83.8,32,1,1,0,0.8047
0,1,60,73.0,35,1,2,1,0.5452
1,0,53,55.4,236,0,2,1,0.4266
1,1,64,54.6,2,1,1,1,0.8175
0,0,59,84.2,130,0,3,1,0.2359
0,1,37,84.2,219,1,1,1,0.5173
1,1,28,74.2,361,1,2,0,0.9213
1,1,58,72.6,181,0,2,1,0.7507
1,1,34,54.9,27,1,1,0,0.8931
0,1,58,68.6,25,0,2,1,0.2898
1,0,42,92.9,156,0,1,1,0.59
1,0,46,92.0,9,1,3,1,0.805
0,1,40,81.4,108,1,3,1,0.6068
1,1,26,99.9,317,0,1,0,0.6992
0,1,42,94.1,95,1,2,0,0.4737
1,0,58,53.0,145,0,2,0,0.5154
0,1,40,67.0,180,1,3,0,0.4834
0,0,19,52.3,209,1,2,1,0.4035
0,1,62,70.6,341,1,2,0,0.5081
0,1,18,87.7,144,1,1,0,0.3886
0,1,55,53.6,48,1,3,0,0.4623
0,0,23,93.4,153,0,3,1,0.2319
1,1,65,76.3,260,0,1,0,0.6097
0,0,61,86.2,328,1,1,1,0.3941
1,1,32,47.5,43,0,3,0,0.6134
0,0,24,50.2,235,0,3,0,0.0806
0,0,19,79.1,120,0,1,0,0.0219
1,1,47,91.1,247,0,3,0,0.6962
0,0,46,93.1,6,0,3,1,0.1903
1,1,29,82.9,19,1,2,1,0.8978
1,1,51,56.1,183,1,3,1,1.0
1,1,47,55.7,363,1,1,0,0.8554
0,1,53,93.5,199,0,2,0,0.3166
1,0,52,51.2,253,0,2,1,0.5475
1,1,19,82.7,244,1,3,0,0.8477
1,0,20,74.3,63,1,2,1,0.6624
0,1,59,68.2,298,0,1,0,0.258
0,0,29,69.2,299,0,1,1,0.1799
0,1,21,97.0,152,0,3,1,0.4644
0,0,24,92.4,16,0,3,1,0.1878
0,1,37,92.6,38,0,1,0,0.1794
1,1,36,67.4,152,0,1,0,0.5364
1,1,25,50.9,354,1,3,0,0.9088
1,0,20,99.9,294,1,1,0,0.6636
1,1,44,53.0,38,1,3,1,0.889
0,1,32,73.4,186,1,2,0,0.5499
0,0,25,59.6,237,0,2,1,0.1416
0,0,35,73.1,271,0,3,0,0.1015
