year,month,district,blood_group,registrations,emergency_requests,demand
2022,6,Krishnagiri,A-,12,7,24
2022,6,Krishnagiri,B+,77,1,81
2022,6,Krishnagiri,B-,10,10,33
2022,6,Krishnagiri,AB+,43,14,50
2022,6,Krishnagiri,AB-,19,13,32
2022,6,Krishnagiri,O+,50,14,112
2022,6,Krishnagiri,O-,45,1,41
2022,6,Dindigul,A+,24,3,36
2022,6,Dindigul,A-,23,10,41
2022,6,Dindigul,B+,78,12,109
2022,6,Dindigul,B-,6,14,38
2022,6,Dindigul,AB+,57,3,44
2022,6,Dindigul,AB-,10,10,27
2022,6,Dindigul,O+,23,1,38
2022,6,Dindigul,O-,75,0,63
2022,6,Thanjavur,A+,57,3,64
2022,6,Thanjavur,A-,29,13,48
2022,6,Thanjavur,B+,45,6,63
2022,6,Thanjavur,B-,54,1,41
2022,6,Thanjavur,AB+,76,13,80
2022,6,Thanjavur,AB-,65,1,31
2022,6,Thanjavur,O+,10,6,34
2022,6,Thanjavur,O-,7,9,39
2022,6,Karur,A+,15,2,30
2022,6,Karur,A-,48,5,40
2022,6,Karur,B+,17,14,61
2022,6,Karur,B-,43,6,39
2022,6,Karur,AB+,71,13,77
2022,6,Karur,AB-,45,9,40
2022,6,Karur,O+,74,11,129
2022,6,Karur,O-,26,5,42
2022,7,Chennai,A+,40,1,28
2022,7,Chennai,A-,36,12,40
2022,7,Chennai,B+,71,8,67
2022,7,Chennai,B-,53,10,50
2022,7,Chennai,AB+,23,9,20
2022,7,Chennai,AB-,19,4,10
2022,7,Chennai,O+,24,4,35
2022,7,Chennai,O-,28,5,35
2022,7,Coimbatore,A+,8,10,39
2022,7,Coimbatore,A-,56,14,54
2022,7,Coimbatore,B+,73,12,77
2022,7,Coimbatore,B-,10,12,25
2022,7,Coimbatore,AB+,78,3,45
2022,7,Coimbatore,AB-,40,9,30
2022,7,Coimbatore,O+,11,1,11
2022,7,Coimbatore,O-,50,1,30
2022,7,Madurai,A+,59,7,63
2022,7,Madurai,A-,25,0,21
2022,7,Madurai,B+,36,2,39
2022,7,Madurai,B-,18,6,26
2022,7,Madurai,AB+,46,8,41
2022,7,Madurai,AB-,36,10,30
2022,7,Madurai,O+,73,2,74
2022,7,Madurai,O-,56,8,51
2022,7,Salem,A+,11,0,12
2022,7,Salem,A-,61,10,53
2022,7,Salem,B+,15,5,19
2022,7,Salem,B-,34,11,36
2022,7,Salem,AB+,27,2,12
2022,7,Salem,AB-,9,1,10
2022,7,Salem,O+,19,13,52
2022,7,Salem,O-,28,5,33
2022,7,Trichy,A+,39,13,67
2022,7,Trichy,A-,51,13,50
2022,7,Trichy,B+,34,12,60
2022,7,Trichy,B-,42,9,32
2022,7,Trichy,AB+,40,10,37
2022,7,Trichy,AB-,22,5,20
2022,7,Trichy,O+,20,8,39
2022,7,Trichy,O-,73,10,71
2022,7,Vellore,A+,44,5,45
2022,7,Vellore,A-,47,5,30
2022,7,Vellore,B+,56,7,55
2022,7,Vellore,B-,70,13,51
2022,7,Vellore,AB+,67,2,31
2022,7,Vellore,AB-,60,10,30
2022,7,Vellore,O+,15,0,9
2022,7,Vellore,O-,5,0,10
2022,7,Erode,A+,31,0,28
2022,7,Erode,A-,49,7,39
2022,7,Erode,B+,48,7,58
2022,7,Erode,B-,6,8,13
2022,7,Erode,AB+,21,14,28
2022,7,Erode,AB-,45,4,19
2022,7,Erode,O+,52,9,80
2022,7,Erode,O-,59,1,42
2022,7,Tirunelveli,A+,48,8,54
2022,7,Tirunelveli,A-,60,5,41
2022,7,Tirunelveli,B+,17,3,22
2022,7,Tirunelveli,B-,44,6,36
2022,7,Tirunelveli,AB+,41,4,22
2022,7,Tirunelveli,AB-,59,8,37
2022,7,Tirunelveli,O+,67,12,102
2022,7,Tirunelveli,O-,50,5,50
2022,7,Thoothukudi,A+,16,10,42
2022,7,Thoothukudi,A-,32,6,34
2022,7,Thoothukudi,B+,42,6,52
2022,7,Thoothukudi,B-,35,14,47
2022,7,Thoothukudi,AB+,79,3,45
2022,7,Thoothukudi,AB-,24,7,19
2022,7,Thoothukudi,O+,42,8,63
2022,7,Thoothukudi,O-,73,12,81
2022,7,Namakkal,A+,25,8,36
2022,7,Namakkal,A-,57,0,32
2022,7,Namakkal,B+,38,9,55
2022,7,Namakkal,B-,5,2,8
2022,7,Namakkal,AB+,59,9,40
2022,7,Namakkal,AB-,9,6,6
2022,7,Namakkal,O+,71,2,74
2022,7,Namakkal,O-,43,6,46
2022,7,Dharmapuri,A+,26,0,24
2022,7,Dharmapuri,A-,63,14,61
2022,7,Dharmapuri,B+,19,9,44
2022,7,Dharmapuri,B-,60,6,33
2022,7,Dharmapuri,AB+,56,4,40
2022,7,Dharmapuri,AB-,32,1,14
2022,7,Dharmapuri,O+,28,13,63
2022,7,Dharmapuri,O-,66,4,58
2022,7,Krishnagiri,A+,54,4,47
2022,7,Krishnagiri,A-,68,12,56
2022,7,Krishnagiri,B+,76,0,63
2022,7,Krishnagiri,B-,78,0,45
2022,7,Krishnagiri,AB+,56,9,40
2022,7,Krishnagiri,AB-,45,14,41
2022,7,Krishnagiri,O+,25,0,31
2022,7,Krishnagiri,O-,56,14,68
2022,7,Dindigul,A+,40,7,48
2022,7,Dindigul,A-,42,2,24
2022,7,Dindigul,B+,6,2,5
2022,7,Dindigul,B-,70,10,52
2022,7,Dindigul,AB+,67,7,44
2022,7,Dindigul,AB-,45,14,35
2022,7,Dindigul,O+,11,8,40
2022,7,Dindigul,O-,12,0,4
2022,7,Thanjavur,A+,36,2,31
2022,7,Thanjavur,A-,14,1,6
2022,7,Thanjavur,B+,57,11,72
2022,7,Thanjavur,B-,36,5,25
2022,7,Thanjavur,AB+,59,11,49
2022,7,Thanjavur,AB-,76,5,37
2022,7,Thanjavur,O+,26,5,47
2022,7,Thanjavur,O-,40,14,62
2022,7,Karur,A+,38,2,29
2022,7,Karur,A-,54,5,40
2022,7,Karur,B+,40,0,36
2022,7,Karur,B-,59,13,57
2022,7,Karur,AB+,57,10,39
2022,7,Karur,AB-,36,7,18
2022,7,Karur,O+,13,0,11
2022,7,Karur,O-,23,13,41
2022,8,Chennai,A+,15,3,28
2022,8,Chennai,A-,67,4,49
2022,8,Chennai,B+,47,9,59
2022,8,Chennai,B-,37,0,14
2022,8,Chennai,AB+,54,7,36
2022,8,Chennai,AB-,30,0,7
2022,8,Chennai,O+,71,12,95
2022,8,Chennai,O-,45,12,51
2022,8,Coimbatore,A+,36,9,50
2022,8,Coimbatore,A-,29,11,32
2022,8,Coimbatore,B+,55,6,49
2022,8,Coimbatore,B-,65,8,45
2022,8,Coimbatore,AB+,12,1,16
2022,8,Coimbatore,AB-,29,13,35
2022,8,Coimbatore,O+,36,3,40
2022,8,Coimbatore,O-,29,9,40
2022,8,Madurai,A+,73,10,78
2022,8,Madurai,A-,23,2,22
2022,8,Madurai,B+,74,6,69
2022,8,Madurai,B-,63,4,43
2022,8,Madurai,AB+,35,12,36
2022,8,Madurai,AB-,5,13,15
2022,8,Madurai,O+,24,12,52
2022,8,Madurai,O-,7,3,16
2022,8,Salem,A+,13,8,38
2022,8,Salem,A-,60,13,52
2022,8,Salem,B+,6,12,30
2022,8,Salem,B-,19,4,16
2022,8,Salem,AB+,38,5,31
2022,8,Salem,AB-,70,12,34
2022,8,Salem,O+,31,2,41
2022,8,Salem,O-,68,3,47
2022,8,Trichy,A+,32,5,45
2022,8,Trichy,A-,45,1,27
2022,8,Trichy,B+,56,13,78
2022,8,Trichy,B-,54,12,43
2022,8,Trichy,AB+,23,7,20
2022,8,Trichy,AB-,74,11,42
2022,8,Trichy,O+,17,7,44
2022,8,Trichy,O-,19,13,37
2022,8,Vellore,A+,39,1,30
2022,8,Vellore,A-,26,8,30
2022,8,Vellore,B+,10,3,18
2022,8,Vellore,B-,16,4,12
2022,8,Vellore,AB+,41,1,30
2022,8,Vellore,AB-,45,11,24
2022,8,Vellore,O+,73,8,84
2022,8,Vellore,O-,68,13,81
2022,8,Erode,A+,21,2,23
2022,8,Erode,A-,23,11,41
2022,8,Erode,B+,6,5,20
2022,8,Erode,B-,64,14,58
2022,8,Erode,AB+,77,10,60
2022,8,Erode,AB-,63,9,35
2022,8,Erode,O+,79,1,73
2022,8,Erode,O-,34,11,49
2022,8,Tirunelveli,A+,79,8,86
2022,8,Tirunelveli,A-,29,10,41
2022,8,Tirunelveli,B+,69,0,44
2022,8,Tirunelveli,B-,51,8,42
2022,8,Tirunelveli,AB+,42,2,25
2022,8,Tirunelveli,AB-,16,1,8
2022,8,Tirunelveli,O+,37,11,73
2022,8,Tirunelveli,O-,47,4,36
2022,8,Thoothukudi,A+,38,13,61
2022,8,Thoothukudi,A-,40,6,31
2022,8,Thoothukudi,B+,13,14,49
2022,8,Thoothukudi,B-,22,14,28
2022,8,Thoothukudi,AB+,5,3,14
2022,8,Thoothukudi,AB-,76,4,31
2022,8,Thoothukudi,O+,24,14,64
2022,8,Thoothukudi,O-,62,7,59
2022,8,Namakkal,A+,42,11,64
2022,8,Namakkal,A-,19,0,19
2022,8,Namakkal,B+,39,0,33
2022,8,Namakkal,B-,25,7,23
2022,8,Namakkal,AB+,48,12,46
2022,8,Namakkal,AB-,48,4,17
2022,8,Namakkal,O+,53,4,65
2022,8,Namakkal,O-,25,7,27
2022,8,Dharmapuri,A+,41,13,61
2022,8,Dharmapuri,A-,64,12,64
2022,8,Dharmapuri,B+,25,10,38
2022,8,Dharmapuri,B-,22,12,28
2022,8,Dharmapuri,AB+,38,1,19
2022,8,Dharmapuri,AB-,33,8,27
2022,8,Dharmapuri,O+,74,9,97
2022,8,Dharmapuri,O-,34,0,31
2022,8,Krishnagiri,A+,38,6,46
2022,8,Krishnagiri,A-,53,11,56
2022,8,Krishnagiri,B+,26,4,30
2022,8,Krishnagiri,B-,60,8,37
2022,8,Krishnagiri,AB+,5,9,16
2022,8,Krishnagiri,AB-,38,4,13
2022,8,Krishnagiri,O+,5,13,42
2022,8,Krishnagiri,O-,10,10,29
2022,8,Dindigul,A+,63,3,54
2022,8,Dindigul,A-,68,5,47
2022,8,Dindigul,B+,45,6,50
2022,8,Dindigul,B-,71,5,45
2022,8,Dindigul,AB+,42,11,42
2022,8,Dindigul,AB-,14,7,21
2022,8,Dindigul,O+,56,6,69
2022,8,Dindigul,O-,28,14,45
2022,8,Thanjavur,A+,54,14,78
2022,8,Thanjavur,A-,42,4,25
2022,8,Thanjavur,B+,76,2,54
2022,8,Thanjavur,B-,21,11,28
2022,8,Thanjavur,AB+,57,11,44
2022,8,Thanjavur,AB-,70,4,26
2022,8,Thanjavur,O+,66,2,64
2022,8,Thanjavur,O-,35,0,32
2022,8,Karur,A+,78,11,89
2022,8,Karur,A-,22,2,22
2022,8,Karur,B+,61,7,57
2022,8,Karur,B-,66,14,52
2022,8,Karur,AB+,66,13,53
2022,8,Karur,AB-,25,11,29
2022,8,Karur,O+,26,0,23
2022,8,Karur,O-,69,2,54
2022,9,Chennai,A+,14,14,48
2022,9,Chennai,A-,38,8,31
2022,9,Chennai,B+,55,13,71
2022,9,Chennai,B-,9,9,15
2022,9,Chennai,AB+,21,6,23
2022,9,Chennai,AB-,50,6,28
2022,9,Chennai,O+,66,6,86
2022,9,Chennai,O-,34,3,26
2022,9,Coimbatore,A+,58,1,48
2022,9,Coimbatore,A-,53,8,39
2022,9,Coimbatore,B+,7,5,22
2022,9,Coimbatore,B-,68,6,50
2022,9,Coimbatore,AB+,26,3,16
2022,9,Coimbatore,AB-,64,2,33
2022,9,Coimbatore,O+,47,9,70
2022,9,Coimbatore,O-,6,7,28
2022,9,Madurai,A+,71,3,59
2022,9,Madurai,A-,50,4,37
2022,9,Madurai,B+,8,6,22
2022,9,Madurai,B-,14,0,6
2022,9,Madurai,AB+,9,9,22
2022,9,Madurai,AB-,63,9,34
2022,9,Madurai,O+,65,0,64
2022,9,Madurai,O-,22,3,25
2022,9,Salem,A+,45,10,57
2022,9,Salem,A-,5,0,5
2022,9,Salem,B+,21,14,46
2022,9,Salem,B-,50,5,32
2022,9,Salem,AB+,27,13,35
2022,9,Salem,AB-,5,12,19
2022,9,Salem,O+,65,5,68
2022,9,Salem,O-,61,3,49
2022,9,Trichy,A+,20,9,45
2022,9,Trichy,A-,9,5,21
2022,9,Trichy,B+,77,13,95
2022,9,Trichy,B-,74,0,30
2022,9,Trichy,AB+,22,10,31
2022,9,Trichy,AB-,16,1,6
2022,9,Trichy,O+,78,9,96
2022,9,Trichy,O-,12,9,31
2022,9,Vellore,A+,46,9,67
2022,9,Vellore,A-,55,8,39
2022,9,Vellore,B+,42,12,66
2022,9,Vellore,B-,32,0,17
2022,9,Vellore,AB+,10,1,5
2022,9,Vellore,AB-,35,4,19
2022,9,Vellore,O+,44,11,75
2022,9,Vellore,O-,59,0,41
2022,9,Erode,A+,49,8,63
2022,9,Erode,A-,22,13,31
2022,9,Erode,B+,11,14,49
2022,9,Erode,B-,9,4,5
2022,9,Erode,AB+,10,7,14
2022,9,Erode,AB-,17,2,12
2022,9,Erode,O+,30,0,25
2022,9,Erode,O-,36,1,24
2022,9,Tirunelveli,A+,69,8,77
2022,9,Tirunelveli,A-,57,0,27
2022,9,Tirunelveli,B+,25,10,45
2022,9,Tirunelveli,B-,71,7,52
2022,9,Tirunelveli,AB+,39,5,27
2022,9,Tirunelveli,AB-,17,1,8
2022,9,Tirunelveli,O+,67,2,63
2022,9,Tirunelveli,O-,19,4,30
2022,9,Thoothukudi,A+,30,6,36
2022,9,Thoothukudi,A-,65,11,50
2022,9,Thoothukudi,B+,20,10,41
2022,9,Thoothukudi,B-,15,7,19
2022,9,Thoothukudi,AB+,29,4,27
2022,9,Thoothukudi,AB-,23,12,18
2022,9,Thoothukudi,O+,70,7,83
2022,9,Thoothukudi,O-,79,1,54
2022,9,Namakkal,A+,58,13,81
2022,9,Namakkal,A-,55,7,38
2022,9,Namakkal,B+,58,0,39
2022,9,Namakkal,B-,39,13,48
2022,9,Namakkal,AB+,46,5,39
2022,9,Namakkal,AB-,55,4,26
2022,9,Namakkal,O+,17,8,45
2022,9,Namakkal,O-,35,3,37
2022,9,Dharmapuri,A+,43,11,65
2022,9,Dharmapuri,A-,42,10,45
2022,9,Dharmapuri,B+,22,6,27
2022,9,Dharmapuri,B-,71,8,54
2022,9,Dharmapuri,AB+,53,5,38
2022,9,Dharmapuri,AB-,27,2,12
2022,9,Dharmapuri,O+,17,13,58
2022,9,Dharmapuri,O-,39,8,43
2022,9,Krishnagiri,A+,76,3,69
2022,9,Krishnagiri,A-,57,14,64
2022,9,Krishnagiri,B+,12,12,46
2022,9,Krishnagiri,B-,68,1,42
2022,9,Krishnagiri,AB+,33,2,23
2022,9,Krishnagiri,AB-,69,4,26
2022,9,Krishnagiri,O+,18,13,60
2022,9,Krishnagiri,O-,50,12,54
2022,9,Dindigul,A+,7,9,27
2022,9,Dindigul,A-,28,12,34
2022,9,Dindigul,B+,33,1,23
2022,9,Dindigul,B-,55,14,44
2022,9,Dindigul,AB+,22,4,18
2022,9,Dindigul,AB-,67,4,34
2022,9,Dindigul,O+,23,6,36
2022,9,Dindigul,O-,59,7,51
2022,9,Thanjavur,A+,30,0,25
2022,9,Thanjavur,A-,58,2,37
2022,9,Thanjavur,B+,37,7,46
2022,9,Thanjavur,B-,13,4,11
2022,9,Thanjavur,AB+,79,4,49
2022,9,Thanjavur,AB-,20,4,18
2022,9,Thanjavur,O+,50,13,88
2022,9,Thanjavur,O-,62,5,50
2022,9,Karur,A+,68,5,73
2022,9,Karur,A-,64,8,49
2022,9,Karur,B+,15,12,38
2022,9,Karur,B-,67,9,49
2022,9,Karur,AB+,57,4,38
2022,9,Karur,AB-,28,0,13
2022,9,Karur,O+,76,13,108
2022,9,Karur,O-,77,2,61
2022,10,Chennai,A+,68,7,79
2022,10,Chennai,A-,55,11,46
2022,10,Chennai,B+,75,5,74
2022,10,Chennai,B-,20,10,26
2022,10,Chennai,AB+,61,0,33
2022,10,Chennai,AB-,65,0,32
2022,10,Chennai,O+,11,2,18
2022,10,Chennai,O-,73,10,78
2022,10,Coimbatore,A+,48,9,57
2022,10,Coimbatore,A-,10,7,20
2022,10,Coimbatore,B+,24,8,44
2022,10,Coimbatore,B-,66,12,54
2022,10,Coimbatore,AB+,70,12,55
2022,10,Coimbatore,AB-,65,12,45
2022,10,Coimbatore,O+,28,12,58
2022,10,Coimbatore,O-,20,1,11
2022,10,Madurai,A+,5,9,30
2022,10,Madurai,A-,18,0,5
2022,10,Madurai,B+,11,4,24
2022,10,Madurai,B-,53,3,36
2022,10,Madurai,AB+,26,7,19
2022,10,Madurai,AB-,30,11,21
2022,10,Madurai,O+,35,13,71
2022,10,Madurai,O-,27,0,19
2022,10,Salem,A+,42,9,64
2022,10,Salem,A-,11,1,16
2022,10,Salem,B+,26,4,25
2022,10,Salem,B-,77,4,45
2022,10,Salem,AB+,24,12,30
2022,10,Salem,AB-,72,3,32
2022,10,Salem,O+,25,0,31
2022,10,Salem,O-,31,6,30
2022,10,Trichy,A+,71,11,92
2022,10,Trichy,A-,74,6,59
2022,10,Trichy,B+,73,12,76
2022,10,Trichy,B-,54,9,42
2022,10,Trichy,AB+,48,11,39
2022,10,Trichy,AB-,41,3,20
2022,10,Trichy,O+,60,11,94
2022,10,Trichy,O-,61,3,41
2022,10,Vellore,A+,47,8,52
2022,10,Vellore,A-,71,2,42
2022,10,Vellore,B+,74,9,72
2022,10,Vellore,B-,74,8,54
2022,10,Vellore,AB+,69,7,42
2022,10,Vellore,AB-,14,11,26
2022,10,Vellore,O+,41,2,48
2022,10,Vellore,O-,71,3,50
2022,10,Erode,A+,66,11,76
2022,10,Erode,A-,33,13,41
2022,10,Erode,B+,57,10,65
2022,10,Erode,B-,64,0,25
2022,10,Erode,AB+,11,13,31
2022,10,Erode,AB-,20,5,16
2022,10,Erode,O+,40,2,42
2022,10,Erode,O-,41,2,28
2022,10,Tirunelveli,A+,42,9,57
2022,10,Tirunelveli,A-,45,5,35
2022,10,Tirunelveli,B+,38,2,37
2022,10,Tirunelveli,B-,18,12,22
2022,10,Tirunelveli,AB+,25,11,34
2022,10,Tirunelveli,AB-,64,1,19
2022,10,Tirunelveli,O+,8,8,36
2022,10,Tirunelveli,O-,60,5,54
2022,10,Thoothukudi,A+,39,7,54
2022,10,Thoothukudi,A-,14,11,36
2022,10,Thoothukudi,B+,29,9,49
2022,10,Thoothukudi,B-,36,9,33
2022,10,Thoothukudi,AB+,30,3,22
2022,10,Thoothukudi,AB-,31,8,26
2022,10,Thoothukudi,O+,15,4,25
2022,10,Thoothukudi,O-,36,10,53
2022,10,Namakkal,A+,13,10,37
2022,10,Namakkal,A-,21,10,32
2022,10,Namakkal,B+,54,9,63
2022,10,Namakkal,B-,57,8,46
2022,10,Namakkal,AB+,70,10,50
2022,10,Namakkal,AB-,46,11,34
2022,10,Namakkal,O+,38,8,66
2022,10,Namakkal,O-,13,10,38
2022,10,Dharmapuri,A+,16,9,37
2022,10,Dharmapuri,A-,38,11,44
2022,10,Dharmapuri,B+,39,12,53
2022,10,Dharmapuri,B-,60,12,50
2022,10,Dharmapuri,AB+,52,6,29
2022,10,Dharmapuri,AB-,12,12,19
2022,10,Dharmapuri,O+,17,11,43
2022,10,Dharmapuri,O-,14,2,19
2022,10,Krishnagiri,A+,31,4,39
2022,10,Krishnagiri,A-,16,6,20
2022,10,Krishnagiri,B+,46,9,61
2022,10,Krishnagiri,B-,68,11,54
2022,10,Krishnagiri,AB+,56,9,39
2022,10,Krishnagiri,AB-,26,9,18
2022,10,Krishnagiri,O+,11,14,47
2022,10,Krishnagiri,O-,71,7,71
2022,10,Dindigul,A+,34,8,45
2022,10,Dindigul,A-,25,10,26
2022,10,Dindigul,B+,71,14,82
2022,10,Dindigul,B-,13,7,13
2022,10,Dindigul,AB+,63,4,40
2022,10,Dindigul,AB-,45,3,26
2022,10,Dindigul,O+,9,6,31
2022,10,Dindigul,O-,10,12,30
2022,10,Thanjavur,A+,32,8,54
2022,10,Thanjavur,A-,42,2,21
2022,10,Thanjavur,B+,16,12,40
2022,10,Thanjavur,B-,49,4,24
2022,10,Thanjavur,AB+,39,2,30
2022,10,Thanjavur,AB-,35,5,16
2022,10,Thanjavur,O+,44,2,47
2022,10,Thanjavur,O-,65,11,68
2022,10,Karur,A+,17,13,49
2022,10,Karur,A-,21,8,26
2022,10,Karur,B+,26,7,43
2022,10,Karur,B-,61,14,58
2022,10,Karur,AB+,58,3,35
2022,10,Karur,AB-,28,2,16
2022,10,Karur,O+,29,14,76
2022,10,Karur,O-,59,0,34
2022,11,Chennai,A+,54,0,37
2022,11,Chennai,A-,75,5,56
2022,11,Chennai,B+,32,7,41
2022,11,Chennai,B-,48,11,46
2022,11,Chennai,AB+,71,6,43
2022,11,Chennai,AB-,49,13,40
2022,11,Chennai,O+,63,7,74
2022,11,Chennai,O-,50,10,58
2022,11,Coimbatore,A+,41,1,32
2022,11,Coimbatore,A-,69,0,43
2022,11,Coimbatore,B+,45,2,32
2022,11,Coimbatore,B-,19,12,29
2022,11,Coimbatore,AB+,43,13,49
2022,11,Coimbatore,AB-,70,12,41
2022,11,Coimbatore,O+,32,14,76
2022,11,Coimbatore,O-,17,2,24
2022,11,Madurai,A+,33,2,38
2022,11,Madurai,A-,70,3,39
2022,11,Madurai,B+,77,5,62
2022,11,Madurai,B-,60,1,27
2022,11,Madurai,AB+,11,3,12
2022,11,Madurai,AB-,5,9,10
2022,11,Madurai,O+,43,8,57
2022,11,Madurai,O-,67,9,69
2022,11,Salem,A+,60,14,78
2022,11,Salem,A-,45,10,42
2022,11,Salem,B+,55,12,63
2022,11,Salem,B-,24,4,15
2022,11,Salem,AB+,43,14,43
2022,11,Salem,AB-,46,4,28
2022,11,Salem,O+,39,8,56
2022,11,Salem,O-,7,2,15
2022,11,Trichy,A+,18,7,28
2022,11,Trichy,A-,72,12,69
2022,11,Trichy,B+,28,10,53
2022,11,Trichy,B-,34,0,13
2022,11,Trichy,AB+,40,5,23
2022,11,Trichy,AB-,23,13,25
2022,11,Trichy,O+,22,8,41
2022,11,Trichy,O-,50,7,46
2022,11,Vellore,A+,58,7,62
2022,11,Vellore,A-,24,4,15
2022,11,Vellore,B+,27,5,29
2022,11,Vellore,B-,8,2,13
2022,11,Vellore,AB+,73,5,52
2022,11,Vellore,AB-,5,1,12
2022,11,Vellore,O+,58,4,69
2022,11,Vellore,O-,9,5,12
2022,11,Erode,A+,14,5,21
2022,11,Erode,A-,39,12,43
2022,11,Erode,B+,66,14,80
2022,11,Erode,B-,46,2,27
2022,11,Erode,AB+,20,4,21
2022,11,Erode,AB-,55,12,42
2022,11,Erode,O+,79,13,113
2022,11,Erode,O-,54,2,37
2022,11,Tirunelveli,A+,69,11,83
2022,11,Tirunelveli,A-,47,12,54
2022,11,Tirunelveli,B+,26,11,45
2022,11,Tirunelveli,B-,42,6,29
2022,11,Tirunelveli,AB+,64,8,42
2022,11,Tirunelveli,AB-,66,11,41
2022,11,Tirunelveli,O+,53,0,56
2022,11,Tirunelveli,O-,37,13,49
2022,11,Thoothukudi,A+,75,12,88
2022,11,Thoothukudi,A-,43,1,25
2022,11,Thoothukudi,B+,64,8,69
2022,11,Thoothukudi,B-,8,4,18
2022,11,Thoothukudi,AB+,25,11,36
2022,11,Thoothukudi,AB-,54,12,31
2022,11,Thoothukudi,O+,25,6,44
2022,11,Thoothukudi,O-,33,14,57
2022,11,Namakkal,A+,34,7,49
2022,11,Namakkal,A-,53,2,27
2022,11,Namakkal,B+,36,6,39
2022,11,Namakkal,B-,6,9,26
2022,11,Namakkal,AB+,22,6,19
2022,11,Namakkal,AB-,33,3,23
2022,11,Namakkal,O+,60,2,67
2022,11,Namakkal,O-,71,7,58
2022,11,Dharmapuri,A+,8,9,26
2022,11,Dharmapuri,A-,28,5,21
2022,11,Dharmapuri,B+,44,7,57
2022,11,Dharmapuri,B-,38,8,37
2022,11,Dharmapuri,AB+,11,10,21
2022,11,Dharmapuri,AB-,23,2,17
2022,11,Dharmapuri,O+,24,10,60
2022,11,Dharmapuri,O-,6,12,29
2022,11,Krishnagiri,A+,35,14,67
2022,11,Krishnagiri,A-,10,13,27
2022,11,Krishnagiri,B+,13,9,36
2022,11,Krishnagiri,B-,57,10,43
2022,11,Krishnagiri,AB+,20,12,28
2022,11,Krishnagiri,AB-,17,14,18
2022,11,Krishnagiri,O+,20,8,38
2022,11,Krishnagiri,O-,73,10,66
2022,11,Dindigul,A+,45,1,39
2022,11,Dindigul,A-,31,10,29
2022,11,Dindigul,B+,18,2,18
2022,11,Dindigul,B-,26,10,24
2022,11,Dindigul,AB+,29,1,15
2022,11,Dindigul,AB-,53,10,28
2022,11,Dindigul,O+,7,8,39
2022,11,Dindigul,O-,72,8,74
2022,11,Thanjavur,A+,71,10,87
2022,11,Thanjavur,A-,7,12,23
2022,11,Thanjavur,B+,22,13,46
2022,11,Thanjavur,B-,13,14,37
2022,11,Thanjavur,AB+,76,7,49
2022,11,Thanjavur,AB-,18,5,19
2022,11,Thanjavur,O+,17,6,38
2022,11,Thanjavur,O-,51,9,59
2022,11,Karur,A+,9,5,17
2022,11,Karur,A-,9,9,27
2022,11,Karur,B+,39,4,41
2022,11,Karur,B-,5,0,6
2022,11,Karur,AB+,42,7,29
2022,11,Karur,AB-,51,6,24
2022,11,Karur,O+,6,4,26
2022,11,Karur,O-,6,13,35
2022,12,Chennai,A+,66,13,80
2022,12,Chennai,A-,67,3,46
2022,12,Chennai,B+,58,4,52
2022,12,Chennai,B-,46,10,37
2022,12,Chennai,AB+,69,8,41
2022,12,Chennai,AB-,75,2,33
2022,12,Chennai,O+,20,4,30
2022,12,Chennai,O-,66,9,62
2022,12,Coimbatore,A+,65,8,78
2022,12,Coimbatore,A-,21,13,37
2022,12,Coimbatore,B+,6,14,36
2022,12,Coimbatore,B-,58,9,49
2022,12,Coimbatore,AB+,69,11,58
2022,12,Coimbatore,AB-,44,0,20
2022,12,Coimbatore,O+,62,3,60
2022,12,Coimbatore,O-,35,4,27
2022,12,Madurai,A+,13,8,39
2022,12,Madurai,A-,14,4,13
2022,12,Madurai,B+,53,9,65
2022,12,Madurai,B-,71,3,39
2022,12,Madurai,AB+,43,10,37
2022,12,Madurai,AB-,27,10,19
2022,12,Madurai,O+,29,3,41
2022,12,Madurai,O-,37,0,24
2022,12,Salem,A+,69,14,85
2022,12,Salem,A-,42,7,38
2022,12,Salem,B+,53,11,65
2022,12,Salem,B-,34,1,18
2022,12,Salem,AB+,62,9,42
2022,12,Salem,AB-,63,8,39
2022,12,Salem,O+,20,0,19
2022,12,Salem,O-,50,14,63
2022,12,Trichy,A+,27,9,39
2022,12,Trichy,A-,28,14,45
2022,12,Trichy,B+,46,13,69
2022,12,Trichy,B-,6,3,9
2022,12,Trichy,AB+,45,12,45
2022,12,Trichy,AB-,26,6,25
2022,12,Trichy,O+,51,0,44
2022,12,Trichy,O-,33,14,52
2022,12,Vellore,A+,34,9,57
2022,12,Vellore,A-,10,5,15
2022,12,Vellore,B+,56,4,49
2022,12,Vellore,B-,45,3,24
2022,12,Vellore,AB+,43,13,36
2022,12,Vellore,AB-,64,10,36
2022,12,Vellore,O+,64,1,58
2022,12,Vellore,O-,17,13,37
2022,12,Erode,A+,78,5,74
2022,12,Erode,A-,72,2,40
2022,12,Erode,B+,45,9,60
2022,12,Erode,B-,31,6,33
2022,12,Erode,AB+,23,2,13
2022,12,Erode,AB-,9,12,17
2022,12,Erode,O+,45,8,64
2022,12,Erode,O-,48,4,47
2022,12,Tirunelveli,A+,60,0,51
2022,12,Tirunelveli,A-,39,5,32
2022,12,Tirunelveli,B+,10,13,42
2022,12,Tirunelveli,B-,40,11,37
2022,12,Tirunelveli,AB+,11,12,19
